web-scraper-order,web-scraper-start-url,result-src
"1525943706-31075","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-24859","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-24674","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-29386","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-27236","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-27167","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-26050","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-30478","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-27321","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31397","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-24762","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-31476","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-30467","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-31174","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-29516","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-31981","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-30979","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-25850","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-30914","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-26934","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-26189","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-26737","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-25629","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-27798","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-30113","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-26996","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-29235","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-28771","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-26003","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31489","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31891","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-32078","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-29132","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-26587","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-29436","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-27199","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-29945","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-25351","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-31505","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-29464","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-30768","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-29508","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31679","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-25370","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31975","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-26602","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-28926","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-30614","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-31203","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-25429","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-27349","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-26550","https://bechdeltest.com/?list=all","/static/pass.png"
"1525943706-27604","https://bechdeltest.com/?list=all","/static/nopass.png"
"1525943706-31756","https://bechdeltest.com/?list=all","/static/nopass.png"
